"id","repo_fullname","commits_count","commits_days_since_first","commits_days_since_last","commits_total_lines_added","commits_total_lines_removed","commits_avg_added","commits_avg_removed","commits_avg_files_changed","commits_avg_message_length","commits_avg_per_day","commits_avg_per_day_real","commits_max_per_day","contributors_count","contributors_top_avg_commits","contributors_top_avg_participation_week","contributors_top_avg_additions","contributors_top_avg_deletions","forks_count","forks_avg_per_day","forks_avg_max_per_day","issues_total_comments","issues_count","issues_open","issues_labels","issues_avg_labels","issues_avg_closing_time","issues_avg_comment_time","issues_avg_comments","issues_avg_comment_length","issues_avg_title_length","issues_avg_body_length","issues_avg_per_day","issues_avg_per_day_real","issues_max_per_day","repo_size","repo_topics","repo_branches","repo_age_days","repo_workflows","repo_languages","repo_milestones","repo_watchers","repo_deployments","repo_readme_length","repo_network_members","pulls_count","pulls_total_lines_added","pulls_total_lines_removed","pulls_avg_lines_added","pulls_avg_lines_removed","pulls_avg_closing_time","pulls_avg_comments","pulls_avg_review_comments","pulls_avg_Commits","pulls_avg_body_length","pulls_avg_title_length","pulls_avg_files_changed","pulls_avg_labels","pulls_avg_created_per_day","pulls_avg_created_per_day_real","pulls_max_created_per_day","releases_count","releases_tags","releases_total_downloads","releases_avg_body_length","releases_avg_title_length","releases_avg_assets","releases_avg_assets_downloads","releases_avg_assets_size","releases_avg_downloads_per_day","stars_count","stars_avg_per_day_real","stars_max_per_day","wf_count","wf_avg_duration","wf_avg_success_duration","wf_avg_failure_duration","wf_avg_successes_per_day","wf_avg_successes_per_day_real","wf_avg_fails_per_day","created_at","updated_at"
24,"MicrosoftDocs/aog_codesample",6,797,797,89622,350,14937,58,51,26,NULL,6,6,2,2,1,17854,70,5,0,1,0,12,12,24,2,0,0,0,0,88,3593,0,2,4,35673,0,13,797,0,9,0,3,0,3277,5,12,12,12,1,1,0,0,0,1,3593,88,1,2,0,1,4,1,1,344,0,25,1,344,53052032,NULL,3,1,1,0,0,0,0,0,0,0,"2022-03-03 00:41:15.444629","2022-03-03 00:41:15.444629"
25,"Azure-Samples/function-image-upload-resize",32,1667,533,1632,356,51,11,2,42,NULL,2,7,9,3,1,43,11,117,0,2,25,22,13,2,0,0,0,1,217,32,288,0,1,2,32,0,4,1667,0,1,0,55,0,2578,119,6,10,8,1,1,0,0,0,1,38,20,1,0,0,1,2,3,3,507,0,19,1,169,7746,NULL,55,1,2,0,0,0,0,0,0,0,"2022-03-03 00:41:52.768784","2022-03-03 00:41:52.768784"
26,"Azure/appservice-build-test1",7,735,735,651,0,93,0,2,31,NULL,7,7,2,2,1,43,0,1,0,1,0,1,0,0,0,0,0,0,0,22,0,0,1,1,10,0,2,735,0,2,0,1,0,3277,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,102,0,25,1,102,5849,NULL,1,1,1,0,0,0,0,0,0,0,"2022-03-03 00:42:06.666474","2022-03-03 00:42:06.666474"
27,"microsoft/AnsibleLabs",86,1022,896,78560,19714,913,229,7,24,NULL,3,15,5,9,2,937,147,49,0,2,1,2,1,0,0,0,0,0,185,38,482,0,2,2,5352,0,1,1022,0,4,0,62,0,2912,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,62,1,2,0,0,0,0,0,0,0,"2022-03-03 00:43:06.043011","2022-03-03 00:43:06.043011"
28,"Azure/autorest.test",79,742,451,9879,4191,125,53,3,28,NULL,3,9,2,3,1,21,2,4,0,1,12,20,3,0,0,0,0,0,19,35,21,0,2,6,139,0,1,742,0,5,0,2,0,1148,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,2,1,1,0,0,0,0,0,0,0,"2022-03-03 00:43:57.609039","2022-03-03 00:43:57.609039"
29,"zzy-37/0830-website-design",180,185,171,239047,8980,1328,50,12,26,NULL,20,97,45,3,1,363,57,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,631049,0,2,185,0,4,0,1,0,5583,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,1,1,1,0,0,0,0,0,0,0,"2022-03-03 00:46:04.470133","2022-03-03 00:46:04.470133"
30,"osmlab/leaflet-locatecontrol",42,3405,3187,762,256,18,6,2,45,NULL,2,5,4,9,4,19,6,0,0,0,1,1,0,0,0,0,0,1,128,27,118,0,1,1,1029,0,2,3187,0,0,0,0,0,1886,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0,0,0,0,0,0,"2022-03-03 00:46:32.840827","2022-03-03 00:46:32.840827"
31,"SPM587FA18/SCM587FA18",512,1223,1198,2859,755,6,1,2,53,NULL,47,147,79,3,1,1,0,74,0,34,24,356,36,1101,3,0,0,0,28,32,5,0,35,118,2577,0,13,1223,0,1,1,0,0,13,74,1,2,1,2,1,0,0,0,2,98,39,1,0,0,1,1,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0,0,0,0,0,0,"2022-03-03 00:51:01.969522","2022-03-03 00:51:01.969522"
32,"CS6620-S21/Building-an-Enhanced-CI-Pipeline",187,384,310,11681,4397,62,24,3,32,NULL,7,23,5,29,4,46,25,1,0,1,3,36,0,0,0,0,0,0,11,19,24,0,2,7,781,0,10,384,3,5,0,1,0,10573,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,17,0,0,0,NULL,1,1,1,4,0.19907986111111112,0.10719907407407407,0.09188078703703703,0,3,0,"2022-03-03 00:52:53.814215","2022-03-03 00:52:53.814215"
33,"Azure-Samples/ms-identity-nodejs-webapi-onbehalfof-azurefunctions",27,856,373,7979,7264,296,269,6,86,NULL,3,6,4,4,1,376,239,6,0,1,1,6,0,5,0,0,0,0,17,44,3777,0,1,2,257,0,2,856,0,3,0,13,0,25893,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,13,1,1,0,0,0,0,0,0,0,"2022-03-03 00:53:20.668954","2022-03-03 00:53:20.668954"
34,"MicrosoftDocs/EnableXliffTranformGitHub.it-IT",7,1297,1209,782,172,112,25,2,99,NULL,1,2,1,7,6,111,24,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,4,1297,0,1,0,2,0,373,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,2,1,1,0,0,0,0,0,0,0,"2022-03-03 00:53:33.016538","2022-03-03 00:53:33.016538"
35,"CS6620-S21/D4N-S3Select-Caching",50,384,309,3569,213,71,4,1,28,NULL,8,18,4,6,1,114,6,1,0,1,0,1,0,0,0,0,0,0,0,27,0,0,1,1,731,0,2,384,0,2,0,2,0,16179,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,2,2,2,0,0,0,0,0,0,0,"2022-03-03 00:54:07.013233","2022-03-03 00:54:07.013233"
36,"MicrosoftDocs/mslearn-azure-databricks-notebooks-fundamentals",12,1143,1115,773,0,64,0,1,38,NULL,3,4,3,2,1,96,0,22,0,1,3,4,0,0,0,0,0,0,26,22,0,0,1,2,229,0,1,1143,0,0,0,19,0,2052,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,19,1,2,0,0,0,0,0,0,0,"2022-03-03 00:54:23.996057","2022-03-03 00:54:23.996057"
37,"apcjlquesada/mobprogmi181mi183",195,980,895,1249,477,6,2,3,44,NULL,49,188,32,3,1,1,0,4,0,4,0,1,0,0,0,0,0,0,0,19,0,0,1,1,219,0,1,980,0,0,0,0,0,64,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0,0,0,0,0,0,"2022-03-03 00:56:02.059198","2022-03-03 00:56:02.059198"
38,"MLH/mlh-localhost-github",1721,1103,97,9140,2921,5,2,1,49,NULL,15,130,100,2,1,5,1,2138,1,190,897,2065,1537,6,0,0,0,0,23,23,12,1,6,175,763,0,10,1103,1,4,0,127,339,2954,2574,1535,5425,2230,3,1,0,0,0,2,10,22,1,0,0,1,168,0,0,0,0,0,0,0,0,NULL,127,1,3,2,0.004780092592592593,0.004780092592592593,0,0,2,0,"2022-03-03 14:23:40.480546","2022-03-03 14:23:40.480546"
39,"Azure/service-fabric-mesh-preview",387,1504,1326,1634429,1007392,4223,2603,13,67,NULL,6,111,22,11,2,7822,7921,8,0,1,1236,394,172,137,0,0,0,3,404,49,1055,0,1,23,13336,0,20,1504,0,0,4,88,0,1412,9,2,119,8,59,4,0,0,0,4,278,52,7,0,0,1,1,0,0,0,0,0,0,0,0,NULL,88,1,3,0,0,0,0,0,0,0,"2022-03-03 17:52:11.280444","2022-03-03 17:52:11.280444"
40,"Azure-Samples/aks-voting-app",24,1219,207,7575,7223,316,301,10,51,NULL,2,7,5,3,2,293,202,58,0,3,8,12,0,5,0,0,0,0,129,44,713,0,1,2,54,1,1,1219,0,5,0,26,0,1670,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,328,0,21,1,164,75686,NULL,26,1,2,0,0,0,0,0,0,0,"2022-03-03 17:52:40.326602","2022-03-03 17:52:40.326602"
41,"microsoft/PhETOfficeAddIn",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,10,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,1,1975,0,4,0,5,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,5,1,1,0,0,0,0,0,0,0,"2022-03-03 17:52:50.615477","2022-03-03 17:52:50.615477"
42,"microsoftgraph/ios-objectivec-connect-sample",62,2115,727,6803,1532,110,25,4,40,NULL,2,9,0,0,0,0,0,9,0,2,21,17,0,4,0,0,0,1,154,37,253,0,1,2,151,0,3,2121,0,3,0,14,0,8244,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,349,0,70,1,174,95525,NULL,14,1,1,0,0,0,0,0,0,0,"2022-03-03 17:53:38.64277","2022-03-03 17:53:38.64277"
43,"microsoftgraph/msgraph-training-phpapp.es-ES",19,1092,27,14012,1889,737,99,11,23,NULL,1,2,2,9,6,778,104,1,0,1,9,14,5,14,1,0,0,0,17,64,8546,0,2,5,1136,0,9,1092,0,0,0,1,0,1891,1,5,3608,2253,721,450,0,0,0,1,7300,65,1,1,0,1,2,0,0,0,0,0,0,0,0,NULL,1,1,1,0,0,0,0,0,0,0,"2022-03-03 17:54:06.330578","2022-03-03 17:54:06.330578"
44,"spacetelescope/synphot_refactor",607,3215,64,1350825,1338125,2225,2204,6,60,NULL,2,16,10,47,14,2956,2920,14,0,1,498,326,15,627,1,0,0,1,443,37,468,0,1,10,11223,5,4,3215,5,2,1,30,0,1037,15,1,472,2,472,2,0,7,4,5,868,58,11,2,0,1,1,15,15,0,214,19,0,0,0,NULL,30,1,1,18,0.1264917695473251,0.10067065329218107,0.025821116255144032,0,4,0,"2022-03-03 18:00:58.698186","2022-03-03 18:00:58.698186"
45,"Azure-Samples/storage-java-client-side-encryption",3,1905,1905,732,19,244,6,3,12,NULL,3,3,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,1,1905,0,1,0,1,0,2906,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,1,1,1,0,0,0,0,0,0,0,"2022-03-03 18:01:17.918751","2022-03-03 18:01:17.918751"
46,"asaaswvu/MiniWebServer",2,1463,1463,1715,0,858,0,6,18,NULL,2,2,1,2,1,857,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,61,1463,0,1,0,0,0,54,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0,0,0,0,0,0,"2022-03-03 18:01:38.296577","2022-03-03 18:01:38.296577"
47,"NuGet/docs.microsoft.com-nuget.zh-tw",378,1826,192,112635,78894,298,209,10,27,NULL,1,5,13,28,11,302,212,0,0,0,20,12,0,12,1,0,0,1,755,30,11,0,1,3,9580,0,5,1826,0,1,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0,0,0,0,0,0,"2022-03-03 18:05:42.542287","2022-03-03 18:05:42.542287"
48,"diydiagnostics/Concussion-Diagnostics-App-Prototype-4",63,2575,1918,1365,1440,22,23,1,52,NULL,5,15,2,30,5,22,12,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,1,1934,0,1,0,0,10,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0,0,0,0,0,0,"2022-03-03 18:06:26.761763","2022-03-03 18:06:26.761763"
49,"louiseyoma/Linuxjobber-Internship-Django",41,1506,1368,1670,1104,41,27,8,26,NULL,2,7,5,4,1,60,52,2,0,1,0,6,0,0,0,0,0,0,0,13,0,0,1,3,29063,0,48,1506,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0,0,0,0,0,0,"2022-03-03 18:06:57.589354","2022-03-03 18:06:57.589354"
50,"tushartuteja/gittutorial",306,1854,1851,2958,237,10,1,4,47,NULL,102,301,0,0,0,0,0,8,0,6,0,4,1,0,0,0,0,0,0,9,5,0,2,3,84,0,49,1854,0,0,0,0,0,0,8,1,1,0,1,0,0,0,0,1,23,16,1,0,0,1,1,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0,0,0,0,0,0,"2022-03-03 18:09:37.749921","2022-03-03 18:09:37.749921"
51,"Azure/MLAKSDeployment",140,1333,1126,252055,148055,1800,1058,3,42,NULL,4,10,0,0,0,0,0,8,0,1,16,35,4,7,0,0,0,0,65,37,105,0,1,3,16065,0,10,1333,0,2,0,15,0,4797,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,15,1,4,0,0,0,0,0,0,0,"2022-03-03 18:11:13.171111","2022-03-03 18:11:13.171111"
52,"Azure-Samples/compute-java-manage-vmss-in-availability-zones",22,1610,92,7093,3093,322,141,2,19,NULL,1,1,9,2,2,414,232,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,2,1618,0,1,0,0,0,1893,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,307,0,76,1,38,31646,NULL,0,0,0,0,0,0,0,0,0,0,"2022-03-03 18:11:38.266318","2022-03-03 18:11:38.266318"
53,"MicrosoftDocs/azure-docs-sdk-go",100,1520,938,4452,1674,45,17,3,65,NULL,2,5,10,2,1,82,10,20,0,2,192,83,1,9,0,0,0,2,1644,27,72,0,1,3,243,0,3,1520,0,1,0,5,0,514,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,5,1,1,0,0,0,0,0,0,0,"2022-03-03 18:12:52.219045","2022-03-03 18:12:52.219045"
54,"Qui-Gon173/AiSD-2020",944,506,412,183915,7448,195,8,4,39,NULL,12,47,38,13,4,111,16,10,0,2,96,417,0,794,1,0,0,0,135,19,5,0,5,28,1355,0,12,506,0,2,0,3,0,253,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,3,1,1,0,0,0,0,0,0,0,"2022-03-03 18:21:49.918199","2022-03-03 18:21:49.918199"
55,"MicrosoftDocs/azure-docs-powershell",2869,2029,1,147192823,123315222,51305,42982,71,65,NULL,4,29,0,0,0,0,0,327,0,3,4318,2063,5,1673,0,0,0,2,4647,32,223,1,2,14,87943,0,18,2030,0,1,0,153,0,1516,338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,153,1,3,0,0,0,0,0,0,0,"2022-03-03 19:07:16.81483","2022-03-03 19:07:16.81483"
56,"MicrosoftDocs/StickyNotes",32,1245,107,1298,245,41,8,2,42,NULL,3,8,4,6,2,26,9,6,0,1,6,7,1,0,0,0,0,0,1071,47,269,0,1,2,3045,0,3,1245,0,1,0,4,0,373,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,4,1,1,0,0,0,0,0,0,0,"2022-03-03 19:07:49.126967","2022-03-03 19:07:49.126967"
57,"microsoft/vscode-hydrate",24,976,924,5252,1907,219,79,3,100,NULL,1,3,0,0,0,0,0,6,0,1,25,53,9,26,0,0,0,0,143,39,1119,0,1,8,157,0,8,976,0,1,0,8,0,3964,7,6,27,25,4,4,0,0,0,1,5174,34,1,1,0,1,1,1,1,0,317,6,0,0,0,NULL,8,1,2,0,0,0,0,0,0,0,"2022-03-03 19:08:40.558368","2022-03-03 19:08:40.558368"
58,"AospExtended-Devices/official_builds",839,1249,866,23967,1387,29,2,2,38,NULL,3,19,0,0,0,0,0,29,0,2,19,189,0,0,0,0,0,0,33,25,11,0,1,6,895,1,1,1226,0,0,0,3,0,3048,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,3,1,1,0,0,0,0,0,0,0,"2022-03-03 19:18:12.415528","2022-03-03 19:18:12.415528"
59,"MicrosoftDocs/msrd-dev-center",13,1805,413,3911,400,301,31,95,27,NULL,1,3,2,6,3,325,33,10,0,1,0,1,0,0,0,0,0,0,0,37,0,0,1,1,70321,0,1,1805,0,3,0,10,0,69,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,10,1,1,0,0,0,0,0,0,0,"2022-03-03 21:07:54.819397","2022-03-03 21:07:54.819397"
60,"spacetelescope/style-guides",236,1399,262,7691,1714,33,7,1,48,NULL,3,23,17,11,3,23,7,27,0,1,262,116,31,33,0,0,0,2,290,32,295,0,1,8,675,0,2,1399,0,1,2,39,0,1925,27,2,352,0,176,0,0,2,4,2,174,20,5,0,0,1,1,0,0,0,0,0,0,0,0,NULL,39,1,3,0,0,0,0,0,0,0,"2022-03-03 21:10:18.002817","2022-03-03 21:10:18.002817"
61,"MicrosoftDocs/OfficeDocs-AlchemyInsights-pr.bg-BG",1234,1143,9,273882,169063,222,137,20,26,NULL,2,89,0,0,0,0,0,3,0,1,2,2,2,0,0,0,0,1,1571,123,29,0,2,2,48912,0,6,1143,0,1,0,2,0,611,3,2,5,5,2,2,0,1,0,1,29,123,1,0,0,1,2,0,0,0,0,0,0,0,0,NULL,2,1,1,0,0,0,0,0,0,0,"2022-03-03 21:25:35.893541","2022-03-03 21:25:35.893541"
62,"Azure/swashbuckle-resource-provider",5,2128,2081,37871,25,7574,5,24,31,NULL,3,4,1,3,2,11,7,4,0,1,0,4,0,0,0,0,0,0,0,18,0,0,2,3,442,0,1,2129,0,5,0,10,0,2794,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,10,1,1,0,0,0,0,0,0,0,"2022-03-03 21:25:53.721098","2022-03-03 21:25:53.721098"
63,"Azure-Samples/app-service-dotnet-manage-data-connections-for-web-apps-on-linux",29,1787,409,55613,19898,1918,686,7,24,NULL,1,3,0,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,75,2195,0,1,1,28196,0,2,1787,0,7,0,0,0,1755,1,1,1,1,1,1,0,0,0,1,2195,75,1,1,0,1,1,2,2,293,0,96,1,146,28313860,NULL,0,0,0,0,0,0,0,0,0,0,"2022-03-03 21:26:23.493507","2022-03-03 21:26:23.493507"
64,"MicrosoftDocs/dynamics365smb-docs-pr.ru-ru",200,1793,0,293990,206383,1470,1032,64,35,NULL,1,4,0,0,0,0,0,3,0,1,4,1,0,0,0,0,0,4,845,32,0,0,1,1,56106,0,6,1793,1,1,0,2,0,1117,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,2,1,1,0,0,0,0,0,0,0,"2022-03-03 21:29:31.092558","2022-03-03 21:29:31.092558"
65,"juventudproductivabicentenaria/tuconsejocomunal",184,2013,1261,155751,49404,846,269,10,75,NULL,3,28,10,12,3,593,320,28,0,3,22,59,8,0,0,0,0,0,193,38,208,0,1,6,29845,0,20,2013,0,3,0,8,0,5238,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,8,1,1,0,0,0,0,0,0,0,"2022-03-03 21:31:41.597464","2022-03-03 21:31:41.597464"
66,"Azure-Samples/cosmos-dotnet-todo-app",22,1218,962,31888,813,1449,37,6,30,NULL,2,10,5,2,1,2430,33,11,0,1,0,3,0,0,0,0,0,0,0,24,703,0,1,1,505,0,2,1218,0,5,0,3,0,3973,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,498,0,66,1,249,530814,NULL,3,1,1,0,0,0,0,0,0,0,"2022-03-03 21:32:06.481079","2022-03-03 21:32:06.481079"
67,"Azure-Samples/DynamicsConnector",19,1049,59,3915,189,206,10,4,34,NULL,2,7,4,4,2,217,10,5,0,1,6,7,5,4,0,0,0,0,97,69,1706,0,1,2,203,0,5,1049,0,1,0,3,0,1245,5,5,9,9,1,1,0,0,0,1,2100,79,1,0,0,1,2,0,0,0,0,0,0,0,0,NULL,3,1,2,0,0,0,0,0,0,0,"2022-03-03 21:39:35.485267","2022-03-03 21:39:35.485267"
68,"MicrosoftDocs/WSL",1545,19055,0,744168,703821,482,456,2,85,NULL,3,56,99,10,4,334,327,383,0,5,4223,1456,72,54,0,0,0,2,704,41,606,0,1,19,50724,0,22,2171,0,1,0,1337,0,1209,393,3,18,15,6,5,0,1,0,1,119,45,1,0,0,1,1,89,89,0,1117,5,0,0,0,NULL,1337,1,13,0,0,0,0,0,0,0,"2022-03-03 22:01:08.923713","2022-03-03 22:01:08.923713"
69,"rachidalili/MS-BGD2015",573,2338,2269,5155773,616652,8998,1076,14,23,NULL,13,74,29,14,4,4161,1580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53060,0,1,2338,0,7,0,6,0,437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,6,1,3,0,0,0,0,0,0,0,"2022-03-03 22:06:55.72947","2022-03-03 22:06:55.72947"
70,"Azure/azure-amqp",444,2542,80,184687,136869,416,308,9,68,NULL,2,11,22,14,5,462,246,63,0,3,292,215,5,19,0,0,0,1,312,43,831,0,1,4,1827,0,2,2334,0,2,1,73,0,1049,66,1,2475,120,2475,120,0,8,30,2,1962,20,30,0,0,1,1,36,36,253,142,13,0,7,908271,NULL,73,1,3,0,0,0,0,0,0,0,"2022-03-03 23:05:00.43269","2022-03-03 23:05:00.43269"
71,"Azure-Samples/multicontainerwordpress",32,1386,486,1335,227,42,7,1,33,NULL,3,11,7,3,1,46,5,71,0,1,11,13,3,0,0,0,0,0,164,39,896,0,1,3,28,0,2,1386,0,2,0,31,0,1809,71,1,1,0,1,0,0,0,0,1,641,20,1,0,0,1,1,4,4,414,0,68,1,103,8799,NULL,31,1,1,0,0,0,0,0,0,0,"2022-03-03 23:05:37.441666","2022-03-03 23:05:37.441666"
72,"Azure-Samples/cosmosdb-java-create-documentdb-and-configure-firewall",22,1723,884,4005,573,182,26,2,17,NULL,1,3,10,2,2,186,30,3,0,1,4,2,2,0,0,0,0,2,93,46,235,0,1,1,49,0,1,1723,0,1,0,0,0,1350,3,2,60,38,30,19,0,2,1,1,235,46,2,0,0,1,1,3,3,289,0,61,1,96,29897,NULL,0,0,0,0,0,0,0,0,0,0,"2022-03-03 23:06:02.364381","2022-03-03 23:06:02.364381"
73,"MIPT-ILab/mipt-mips",2491,3480,9,3187483,5197026,1280,2086,3,45,NULL,3,25,99,23,5,1160,1076,136,0,6,2771,1530,43,572,0,0,0,1,922,35,122,0,2,20,118675,19,4,2354,3,6,1,282,1998,7764,136,1,99,5,99,5,0,2,3,8,181,31,14,0,0,1,1,15,15,0,1684,22,0,0,0,NULL,282,1,3,28,0.5698255621693121,0.2850925925925926,0.28473296957671956,0,7,0,"2022-03-03 23:33:12.556811","2022-03-03 23:33:12.556811"
74,"ivalaginja/2021-03-17_GitForAstronomersIntro",92,364,339,452,34,5,0,1,42,NULL,23,81,0,0,0,0,0,0,0,0,10,29,2,0,0,0,0,0,40,24,22,0,14,28,46,1,13,352,0,1,0,1,0,2126,0,2,2,0,1,0,0,0,0,1,21,18,1,0,0,1,2,0,0,0,0,0,0,0,0,NULL,1,1,1,0,0,0,0,0,0,0,"2022-03-03 23:34:44.702492","2022-03-03 23:34:44.702492"
75,"microsoft/PowerShellGetReal",41,662,477,3928,349,96,9,2,23,NULL,5,16,2,4,1,110,2,4,0,1,0,3,0,0,0,0,0,0,0,17,0,0,1,1,1077,0,2,662,0,0,0,13,0,2637,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,13,1,1,0,0,0,0,0,0,0,"2022-03-03 23:36:27.82883","2022-03-03 23:36:27.82883"
76,"AngelaRiosLuna/uaemextexcocoico",5,254,199,283,0,57,0,5,9,NULL,2,2,1,5,2,56,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1117,0,2,254,0,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,2,1,1,0,0,0,0,0,0,0,"2022-03-03 23:36:46.147398","2022-03-03 23:36:46.147398"
77,"MicrosoftDocs/IntuneDocs",30740,2225,724,5162287,3932245,168,128,9,58,NULL,25,95,99,144,22,54,50,541,0,8,5594,3591,7,7210,2,0,0,1,244,29,316,1,3,23,245961,0,9,2225,0,1,0,202,0,3697,550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,202,1,6,0,0,0,0,0,0,0,"2022-03-04 04:57:19.22511","2022-03-04 04:57:19.22511"
78,"codepath/nodejs_guides",5,2552,2388,39,5,8,1,1,32,NULL,2,2,0,0,0,0,0,19,0,1,85,21,11,16,0,0,0,4,376,19,945,0,3,10,602,0,1,2552,0,0,3,75,0,1351,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,75,1,2,0,0,0,0,0,0,0,"2022-03-04 04:57:35.081024","2022-03-04 04:57:35.081024"
79,"MicrosoftDocs/msftdynamicsgpdocs",1350,19055,2,2556688,1721811,1894,1275,8,43,NULL,4,28,17,53,13,1084,899,21,0,4,1001,448,4,134,0,0,0,2,6908,27,37,0,1,11,91143,0,3,1747,1,1,1,12,0,4361,21,1,69,79,69,79,0,6,0,5,46,34,14,1,0,1,1,0,0,0,0,0,0,0,0,NULL,12,1,1,4,0.2651707175925926,0.2649826388888889,0.0001880787037037037,0,1,0,"2022-03-04 05:12:55.320946","2022-03-04 05:12:55.320946"
80,"HackBeanpot/Astronaut-Bootcamp-Nov-21",21,105,19,40218,202,1915,10,4,18,NULL,5,9,0,0,0,0,0,1,0,1,0,16,13,0,0,0,0,0,0,15,14,0,8,13,543,0,44,109,0,3,0,0,22,4035,1,13,146,21,11,1,0,0,0,1,16,16,1,0,0,1,11,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0,0,0,0,0,0,"2022-03-04 05:13:26.450657","2022-03-04 05:13:26.450657"
